My,my,3.01,3.1999999999999997
face,face,3.2,3.54
is,is,3.55,3.69
positioned,positioned,3.69,4.25
towards,towards,4.25,4.6
the,the,4.6,4.71
sky,sky,4.71,5.36
as,as,5.4,5.58
wide,wide,5.58,5.91
stone,stone,5.91,6.2700000000000005
stairs,stairs,6.27,6.779999999999999
in,in,6.78,6.8500000000000005
the,the,6.85,6.96
park,park,6.96,7.4
lead,lead,7.45,7.680000000000001
upwards,upwards,7.69,8.13
behind,behind,8.13,8.5
me,me,8.5,8.77
Itâ€™s,it's,9.63,9.8
the,the,9.8,9.9
first,first,9.9,10.23
day,day,10.23,10.530000000000001
of,of,10.53,10.639999999999999
feeling,feeling,10.639999,10.949999
the,the,10.95,11.049999999999999
warmth,warmth,11.05,11.360000000000001
of,of,11.36,11.42
the,the,11.429999,11.579999
sun,sun,11.58,12.03
welcoming,welcoming,12.91,13.42
it,it,13.42,13.73
my,my,14.08,14.28
eyes,eyes,14.28,14.51
are,are,14.509999,14.579999
closed,closed,14.58,15.17
As,as,16.190001,16.310001
the,the,16.309999,16.419999
light,light,16.42,16.67
pours,pours,16.67,16.970000000000002
over,over,16.969999,17.199999000000002
my,my,17.199999,17.369999
skin,skin,17.369999,17.899999
it,it,18.18,18.31
feeds,feeds,18.31,18.63
the,the,18.63,18.74
surrounding,surrounding,18.74,19.279999999999998
plant,plant,19.28,19.57
life,life,19.58,20.009999999999998
Grasses,grasses,20.92,21.46
and,and,21.46,21.61
shrubs,shrubs,21.61,22.06
poke,poke,22.06,22.33
from,from,22.33,22.47
the,the,22.47,22.59
soil,soil,22.59,23.12
they,they,23.95,24.12
too,too,24.12,24.39
look,look,24.39,24.560000000000002
towards,towards,24.56,24.869999999999997
the,the,24.87,24.990000000000002
sun,sun,24.990000000000002,25.380000000000003
Soft,soft,26.509999999999998,26.889999999999997
breezes,breezes,26.92,27.430000000000003
visit,visit,27.439999999999998,27.749999999999996
through,through,27.759999999999998,27.919999999999998
the,the,27.929999000000002,27.949999000000002
small,small,27.95,28.27
hairs,hairs,28.27,28.73
around,around,28.73,29.0
my,my,29.0,29.19
temples,temples,29.189999999999998,29.86
and,and,29.86,30.03
short,short,30.03,30.32
ponytail,ponytail,30.33,31.15
enjoying,enjoying,31.799999,32.299999
the,the,32.299999,32.379999
new,new,32.38,32.56
temperature,temperature,32.559999,33.249998999999995
Groups,groups,34.68,34.99
of,of,34.989999999999995,35.14999999999999
bare,bare,35.16,35.43
trees,trees,35.43,35.93
around,around,35.93,36.22
the,the,36.219999,36.329999
staircase,staircase,36.33,36.98
stand,stand,36.989999999999995,37.449999999999996
eagerly,eagerly,37.49999999999999,38.05
Remember,remember,38.92999999999999,39.62
they,they,40.06999999999999,40.24999999999999
seem,seem,40.24999999999999,40.559999999999995
to,to,40.559999999999995,40.699999999999996
say,,,
fullness,<unk>,41.94,42.37
is,is,42.38,42.53
here,here,42.53,42.99
waiting,waiting,44.54,45.07
